celltypebydonor,new_count
PVECD371,1
PVECD376,6
PVECD381,20
PVECUCSDX11,12
PVECUCSDX13,25
PVECUCSDX14,4
PVECUCSDX15,18
PVECUCSDX16,4
PVECUCSDX18,33
PVECUCSDX19,37
PVECUCSDX2,2
PVECUCSDX21,4
PVECUCSDX23,12
PVECUCSDX24,16
PVECUCSDX25,27
PVECUCSDX28,7
PVECUCSDX29,15
PVECUCSDX30,5
PVECUCSDX31,19
PVECUCSDX33,25
PVECUCSDX35,1
PVECUCSDX36,6
PVECUCSDX37,8
PVECUCSDX38,117
PVECUCSDX39,8
PVECUCSDX4,6
PVECUCSDX40,40
PVECUCSDX41,12
PVECUCSDX42,49
PVECUCSDX43,1
PVECUCSDX44,23
PVECUCSDX46,2
PVECUCSDX49,3
PVECUCSDX50,17
PVECUCSDX51,7
PVECUCSDX52,1
PVECUCSDX53,14
PVECUCSDX58,11
PVECUCSDX59,2
PVECUCSDX6,11
PVECUCSDX61,27
PVECUCSDX62,72
PVECUCSDX63,17
PVECUCSDX64,15
PVECUCSDX69,48
PVECUCSDX7,2
PVECUCSDX72,10
PVECUCSDX76,34
PVECUCSDX77,10
PVECUCSDX78,123
PVECUCSDX8,2
PVECUCSDX9,12
RASD042,33
RASD071,23
RASD116,9
RASD122,42
RASD123,12
RASD176,34
RASD231,32
RASD239,10
RASD260,21
RASD265,38
RASD266,7
RASD271,24
RASD283,18
RASD288,44
RASD291,16
RASD292,34
RASD294,46
RASD305,2
RASD306,46
RASD311,10
RASD312,24
RASD314,40
RASD315,33
RASD320,27
RASD332,26
RASD335,39
RASD339,52
RASD347,41
RASD351,3
RASD355,34
RASD356,11
RASD357,22
RASD366,40
RASD369,16
RASD370,13
RASD371,3
RASD376,43
RASD381,16
RASUCSDX10,29
RASUCSDX11,15
RASUCSDX13,47
RASUCSDX14,54
RASUCSDX15,41
RASUCSDX16,5
RASUCSDX18,35
RASUCSDX19,32
RASUCSDX2,26
RASUCSDX20,5
RASUCSDX21,7
RASUCSDX23,10
RASUCSDX24,39
RASUCSDX25,37
RASUCSDX27,7
RASUCSDX28,30
RASUCSDX29,31
RASUCSDX3,32
RASUCSDX30,34
RASUCSDX31,38
RASUCSDX33,27
RASUCSDX35,43
RASUCSDX36,35
RASUCSDX37,38
RASUCSDX38,45
RASUCSDX39,19
RASUCSDX4,46
RASUCSDX40,46
RASUCSDX41,34
RASUCSDX42,58
RASUCSDX43,22
RASUCSDX44,53
RASUCSDX46,4
RASUCSDX47,6
RASUCSDX49,9
RASUCSDX50,15
RASUCSDX51,21
RASUCSDX52,4
RASUCSDX53,32
RASUCSDX58,35
RASUCSDX59,22
RASUCSDX6,39
RASUCSDX61,26
RASUCSDX62,24
RASUCSDX63,27
RASUCSDX64,44
RASUCSDX69,41
RASUCSDX7,26
RASUCSDX72,3
RASUCSDX76,36
RASUCSDX77,20
RASUCSDX78,37
RASUCSDX8,11
RASUCSDX9,280
SCMFD042,1
SCMFD123,16
SCMFD176,20
SCMFD231,1
SCMFD239,3
SCMFD260,2
SCMFD265,45
SCMFD266,21
SCMFD283,1
SCMFD288,3
SCMFD291,3
SCMFD292,1
SCMFD294,5
SCMFD305,1
SCMFD306,311
SCMFD312,39
SCMFD314,3
SCMFD315,4
SCMFD320,7
SCMFD332,2
SCMFD339,120
SCMFD347,70
SCMFD355,7
SCMFD356,17
SCMFD357,5
SCMFD366,1
SCMFD369,2
SCMFD370,94
SCMFD381,2
SCMFUCSDX11,11
SCMFUCSDX13,4
SCMFUCSDX14,1
SCMFUCSDX15,24
SCMFUCSDX16,5
SCMFUCSDX18,4
SCMFUCSDX19,1
SCMFUCSDX21,3
SCMFUCSDX23,9
SCMFUCSDX24,10
SCMFUCSDX25,2
SCMFUCSDX27,1
SCMFUCSDX28,8
SCMFUCSDX29,6
SCMFUCSDX30,9
SCMFUCSDX31,2
SCMFUCSDX33,57
SCMFUCSDX35,5
SCMFUCSDX36,2
SCMFUCSDX37,5
SCMFUCSDX38,124
SCMFUCSDX39,12
SCMFUCSDX4,7
SCMFUCSDX40,34
SCMFUCSDX42,20
SCMFUCSDX43,3
SCMFUCSDX44,10
SCMFUCSDX49,1
SCMFUCSDX50,4
SCMFUCSDX51,12
SCMFUCSDX53,16
SCMFUCSDX58,51
SCMFUCSDX59,55
SCMFUCSDX6,3
SCMFUCSDX61,33
SCMFUCSDX62,46
SCMFUCSDX63,25
SCMFUCSDX64,27
SCMFUCSDX69,52
SCMFUCSDX7,87
SCMFUCSDX72,3
SCMFUCSDX76,11
SCMFUCSDX77,7
SCMFUCSDX78,29
SCMFUCSDX9,12
SVECD042,7
SVECD071,5
SVECD116,1
SVECD123,2
SVECD176,3
SVECD231,2
SVECD239,3
SVECD260,2
SVECD265,6
SVECD266,4
SVECD283,4
SVECD288,1
SVECD291,2
SVECD292,3
SVECD294,8
SVECD306,15
SVECD312,4
SVECD314,8
SVECD315,1
SVECD320,47
SVECD332,2
SVECD335,1
SVECD339,8
SVECD347,13
SVECD355,7
SVECD356,58
SVECD357,19
SVECD366,3
SVECD369,3
SVECD370,25
SVECD376,1
SVECD381,18
SVECUCSDX11,5
SVECUCSDX13,43
SVECUCSDX15,84
SVECUCSDX16,35
SVECUCSDX18,112
SVECUCSDX19,8
SVECUCSDX2,4
SVECUCSDX21,6
SVECUCSDX23,3
SVECUCSDX24,7
SVECUCSDX25,1
SVECUCSDX27,1
SVECUCSDX28,21
SVECUCSDX29,10
SVECUCSDX3,3
SVECUCSDX30,26
SVECUCSDX31,177
SVECUCSDX33,26
SVECUCSDX36,54
SVECUCSDX37,1
SVECUCSDX38,111
SVECUCSDX39,24
SVECUCSDX4,19
SVECUCSDX40,30
SVECUCSDX41,22
SVECUCSDX42,182
SVECUCSDX43,103
SVECUCSDX44,35
SVECUCSDX46,1
SVECUCSDX50,6
SVECUCSDX51,59
SVECUCSDX52,1
SVECUCSDX53,5
SVECUCSDX58,1
SVECUCSDX59,7
SVECUCSDX6,8
SVECUCSDX61,25
SVECUCSDX62,20
SVECUCSDX63,10
SVECUCSDX64,74
SVECUCSDX69,22
SVECUCSDX7,62
SVECUCSDX72,7
SVECUCSDX76,34
SVECUCSDX77,4
SVECUCSDX78,72
SVECUCSDX9,2
T.CellsD042,9
T.CellsD071,5
T.CellsD116,6
T.CellsD122,28
T.CellsD123,12
T.CellsD176,5
T.CellsD231,38
T.CellsD239,7
T.CellsD260,30
T.CellsD265,47
T.CellsD266,26
T.CellsD271,6
T.CellsD283,16
T.CellsD288,36
T.CellsD291,22
T.CellsD292,57
T.CellsD294,29
T.CellsD306,43
T.CellsD311,1
T.CellsD312,27
T.CellsD314,35
T.CellsD315,2
T.CellsD320,37
T.CellsD332,31
T.CellsD335,7
T.CellsD339,41
T.CellsD347,37
T.CellsD355,39
T.CellsD356,31
T.CellsD357,16
T.CellsD366,41
T.CellsD369,26
T.CellsD370,27
T.CellsD371,7
T.CellsD376,6
T.CellsD381,15
T.CellsUCSDX10,2
T.CellsUCSDX11,27
T.CellsUCSDX13,53
T.CellsUCSDX14,27
T.CellsUCSDX15,37
T.CellsUCSDX16,6
T.CellsUCSDX18,20
T.CellsUCSDX19,46
T.CellsUCSDX2,43
T.CellsUCSDX20,1
T.CellsUCSDX21,29
T.CellsUCSDX23,11
T.CellsUCSDX24,25
T.CellsUCSDX25,61
T.CellsUCSDX28,52
T.CellsUCSDX29,44
T.CellsUCSDX3,11
T.CellsUCSDX30,60
T.CellsUCSDX31,30
T.CellsUCSDX33,52
T.CellsUCSDX35,29
T.CellsUCSDX36,39
T.CellsUCSDX37,20
T.CellsUCSDX38,57
T.CellsUCSDX39,30
T.CellsUCSDX4,38
T.CellsUCSDX40,272
T.CellsUCSDX41,41
T.CellsUCSDX42,62
T.CellsUCSDX43,37
T.CellsUCSDX44,55
T.CellsUCSDX47,1
T.CellsUCSDX50,48
T.CellsUCSDX51,47
T.CellsUCSDX52,4
T.CellsUCSDX53,39
T.CellsUCSDX58,26
T.CellsUCSDX59,35
T.CellsUCSDX6,29
T.CellsUCSDX61,35
T.CellsUCSDX62,17
T.CellsUCSDX63,38
T.CellsUCSDX64,39
T.CellsUCSDX69,41
T.CellsUCSDX7,42
T.CellsUCSDX72,22
T.CellsUCSDX76,39
T.CellsUCSDX77,30
T.CellsUCSDX78,27
T.CellsUCSDX8,12
T.CellsUCSDX9,31
VSMCD042,18
VSMCD122,3
VSMCD123,7
VSMCD176,24
VSMCD231,23
VSMCD239,1
VSMCD260,3
VSMCD265,3
VSMCD266,38
VSMCD271,1
VSMCD283,3
VSMCD288,2
VSMCD292,2
VSMCD294,3
VSMCD306,63
VSMCD312,54
VSMCD314,2
VSMCD320,14
VSMCD339,20
VSMCD347,1
VSMCD355,48
VSMCD356,1
VSMCD357,2
VSMCD366,3
VSMCD369,9
VSMCD370,27
VSMCD376,3
VSMCD381,4
VSMCUCSDX11,8
VSMCUCSDX13,15
VSMCUCSDX15,30
VSMCUCSDX16,12
VSMCUCSDX18,68
VSMCUCSDX19,20
VSMCUCSDX2,1
VSMCUCSDX21,1
VSMCUCSDX23,13
VSMCUCSDX24,3
VSMCUCSDX25,1
VSMCUCSDX28,2
VSMCUCSDX29,26
VSMCUCSDX30,12
VSMCUCSDX31,24
VSMCUCSDX33,8
VSMCUCSDX35,1
VSMCUCSDX36,5
VSMCUCSDX37,1
VSMCUCSDX38,25
VSMCUCSDX39,5
VSMCUCSDX4,5
VSMCUCSDX40,5
VSMCUCSDX41,1
VSMCUCSDX42,26
VSMCUCSDX43,19
VSMCUCSDX44,8
VSMCUCSDX50,3
VSMCUCSDX51,8
VSMCUCSDX53,12
VSMCUCSDX58,1
VSMCUCSDX59,30
VSMCUCSDX6,5
VSMCUCSDX61,82
VSMCUCSDX62,22
VSMCUCSDX63,24
VSMCUCSDX64,41
VSMCUCSDX69,44
VSMCUCSDX7,12
VSMCUCSDX72,31
VSMCUCSDX76,83
VSMCUCSDX77,13
VSMCUCSDX78,61
VSMCUCSDX9,1

